FileName,bass,cello,clarinet,drums,flute,guitar,piano,trumpet,violin,voice
000914_69120.ogg,0,0,0,0,0,0,0,0,0,1
000920_165120.ogg,0,0,0,0,0,0,0,0,0,1
000921_192000.ogg,0,0,0,0,1,0,0,0,0,0
000973_7680.ogg,0,0,0,0,0,0,0,0,0,1
000997_341760.ogg,0,0,0,0,1,0,0,0,0,0
000999_572160.ogg,0,0,0,1,0,0,0,0,0,0
001023_272640.ogg,0,0,1,0,0,0,0,1,1,0
001031_53760.ogg,0,0,0,1,0,0,0,0,0,0
001035_637440.ogg,0,0,0,0,0,0,0,1,0,0
001036_34560.ogg,0,0,0,0,1,0,0,0,0,0
001037_211200.ogg,0,0,0,0,0,0,0,0,0,1
001039_34560.ogg,0,0,0,1,0,0,0,0,0,0
001049_30720.ogg,0,0,0,0,1,0,0,0,0,0
001050_0.ogg,1,0,0,1,0,0,0,0,0,0
001060_92160.ogg,0,0,0,1,0,0,0,0,0,0
001062_119040.ogg,0,0,0,1,0,0,0,0,0,0
001069_42240.ogg,0,0,0,0,0,0,0,1,0,0
001082_130560.ogg,0,0,0,0,0,0,0,1,0,0
001102_161280.ogg,0,0,0,1,0,0,0,0,0,0
001157_3840.ogg,0,0,0,0,1,0,0,0,0,0
001168_115200.ogg,0,0,1,0,0,0,0,0,0,0
001208_253440.ogg,0,0,0,0,1,0,0,0,0,0
001214_760320.ogg,0,0,0,1,0,0,0,0,0,0
001216_610560.ogg,0,1,0,0,0,0,0,0,0,0
001233_3840.ogg,0,0,0,0,0,0,0,1,0,0
001272_42240.ogg,0,0,0,1,0,0,0,0,0,0
001291_84480.ogg,1,0,0,0,0,0,0,0,0,0
001292_207360.ogg,0,0,0,0,0,0,0,1,0,0
001299_149760.ogg,0,0,0,1,0,0,0,0,0,1
001302_96000.ogg,1,0,0,0,0,0,0,0,0,0
001319_111360.ogg,1,0,0,0,0,0,0,0,0,0
001325_291840.ogg,0,0,0,0,0,0,0,0,0,1
001335_207360.ogg,0,0,0,0,0,1,0,0,0,0
001338_107520.ogg,0,0,0,0,0,0,0,0,1,0
001355_391680.ogg,0,0,0,0,0,0,1,0,0,0
001356_15360.ogg,0,0,0,1,0,0,0,0,0,0
001357_57600.ogg,0,0,0,1,0,0,0,0,0,0
001360_49920.ogg,0,0,0,1,0,0,0,0,0,0
001361_111360.ogg,0,0,0,1,0,0,0,0,0,0
001365_157440.ogg,0,0,0,1,0,0,0,0,0,0
001372_84480.ogg,1,0,0,0,0,0,0,1,0,0
001374_26880.ogg,0,0,0,1,0,0,0,0,0,0
001376_176640.ogg,0,0,0,1,0,0,0,0,0,0
001378_34560.ogg,0,0,0,1,0,0,0,0,0,0
001383_134400.ogg,0,0,0,0,0,1,0,0,0,0
001413_215040.ogg,0,0,0,1,0,0,0,0,0,0
001443_218880.ogg,0,0,0,0,0,0,0,0,0,1
001491_99840.ogg,0,0,0,0,0,1,0,0,0,0
001492_46080.ogg,1,0,0,0,0,1,0,0,0,0
001501_211200.ogg,0,0,0,0,0,0,0,0,1,0
001506_126720.ogg,0,0,0,0,1,0,0,0,0,0
001517_430080.ogg,0,0,0,0,0,0,0,0,0,1
001521_38400.ogg,0,0,0,1,0,0,0,0,0,0
001537_69120.ogg,0,0,0,0,1,0,0,0,0,0
001538_46080.ogg,0,0,0,0,1,0,0,0,0,0
001542_176640.ogg,0,0,0,0,0,0,0,1,0,0
001545_168960.ogg,1,0,0,0,0,0,0,0,0,0
001548_192000.ogg,0,0,0,0,0,0,0,0,0,1
001559_7680.ogg,0,0,0,1,0,0,0,0,0,0
001561_360960.ogg,0,0,0,0,1,0,0,0,0,0
001564_583680.ogg,0,0,0,0,1,0,0,0,0,0
001575_195840.ogg,0,0,0,0,0,0,0,0,0,1
001677_545280.ogg,0,0,0,0,0,0,0,0,0,1
001678_199680.ogg,0,0,0,0,0,0,0,1,0,0
001682_284160.ogg,0,0,0,0,0,0,0,0,1,0
001683_11520.ogg,0,0,0,0,0,0,0,0,1,0
001695_88320.ogg,0,0,0,1,0,0,0,0,0,0
001696_168960.ogg,0,0,0,1,0,0,0,0,0,0
001697_0.ogg,0,0,0,0,0,0,0,0,1,0
001710_211200.ogg,1,0,0,0,0,0,0,0,0,0
001740_142080.ogg,1,0,0,0,0,0,0,0,0,0
001745_42240.ogg,0,0,0,1,0,0,0,0,0,0
001755_0.ogg,0,1,0,0,0,0,0,0,0,0
001794_0.ogg,0,0,0,1,0,0,0,0,0,0
001930_207360.ogg,0,0,0,0,0,1,0,0,0,0
001946_92160.ogg,0,0,0,1,0,0,0,0,0,0
001984_65280.ogg,1,0,0,0,0,0,0,0,0,0
001987_0.ogg,1,0,0,0,0,0,0,0,0,0
002010_92160.ogg,0,0,0,0,0,0,0,1,0,0
002018_103680.ogg,0,0,0,1,0,0,0,0,0,0
002119_49920.ogg,0,0,0,0,0,0,0,1,0,0
002128_245760.ogg,0,0,0,0,0,0,1,0,0,0
003260_145920.ogg,0,0,0,0,0,0,0,0,0,1
003265_130560.ogg,0,0,0,0,1,1,1,0,0,0
003268_341760.ogg,0,0,0,1,0,0,0,0,0,0
003285_57600.ogg,0,0,0,0,0,0,1,0,0,0
003288_491520.ogg,0,0,0,1,0,0,0,0,0,0
003347_368640.ogg,0,0,0,1,0,0,0,0,0,0
003367_138240.ogg,0,0,0,1,0,0,0,0,0,0
003370_7680.ogg,0,0,0,0,1,0,0,0,0,0
003401_11520.ogg,0,0,0,1,0,0,0,0,0,0
003426_76800.ogg,0,0,0,0,0,1,0,0,0,0
003429_249600.ogg,0,0,0,0,0,1,0,0,0,0
003432_142080.ogg,0,0,0,0,0,1,0,0,0,0
003444_368640.ogg,0,0,0,0,0,1,1,0,0,0
003481_142080.ogg,0,0,0,0,0,1,0,0,0,0
003522_195840.ogg,0,0,0,0,0,1,0,0,0,0
003534_111360.ogg,1,0,0,0,0,0,0,0,0,0
003538_161280.ogg,0,0,0,0,0,1,0,0,0,0
003553_560640.ogg,0,0,0,0,0,1,0,0,0,0
003559_238080.ogg,1,0,0,0,0,0,0,0,0,0
003560_80640.ogg,0,0,0,0,0,0,0,1,0,0
003588_207360.ogg,0,0,0,0,0,0,0,1,0,0
003589_180480.ogg,0,0,0,0,0,0,0,1,0,0
003679_311040.ogg,0,0,0,0,0,1,0,0,0,0
003696_3840.ogg,0,0,0,1,0,0,0,0,0,0
003709_307200.ogg,0,0,1,0,0,1,0,0,0,0
003710_126720.ogg,0,0,0,0,0,1,0,0,0,0
003715_46080.ogg,0,0,0,0,0,1,0,0,0,0
003726_349440.ogg,0,0,0,1,0,0,0,0,0,0
003742_3840.ogg,0,0,0,0,0,1,0,0,0,0
003754_230400.ogg,0,0,0,1,0,0,0,0,0,0
003765_184320.ogg,0,0,0,0,0,1,0,0,0,0
003769_11520.ogg,0,0,1,0,0,1,0,0,0,0
003800_15360.ogg,0,0,0,0,0,0,0,0,1,0
003806_111360.ogg,0,0,0,1,0,0,0,0,0,0
003809_360960.ogg,0,0,0,0,0,0,0,0,1,0
003827_26880.ogg,0,0,0,0,0,0,0,0,0,1
003829_11520.ogg,0,0,0,0,1,0,0,0,0,0
003834_284160.ogg,0,0,0,1,0,0,0,0,0,0
003839_157440.ogg,0,0,0,1,0,0,0,0,0,0
003844_380160.ogg,1,0,0,0,0,0,0,0,0,0
003845_625920.ogg,0,0,0,0,0,0,0,1,0,0
003846_303360.ogg,0,0,0,1,0,0,0,0,0,0
003853_238080.ogg,0,0,0,0,0,0,0,0,1,0
003875_264960.ogg,0,0,0,0,0,0,0,1,0,0
003880_34560.ogg,0,0,0,0,0,0,0,0,1,0
003884_403200.ogg,0,0,0,0,0,1,0,0,0,0
003887_111360.ogg,1,0,0,0,0,0,0,0,0,0
003895_122880.ogg,0,0,0,0,0,0,0,0,1,0
003896_257280.ogg,0,0,0,0,0,0,0,1,1,0
003897_387840.ogg,0,0,0,0,0,0,0,0,1,0
003899_311040.ogg,0,0,0,0,0,0,0,0,1,0
003902_718080.ogg,0,0,0,0,0,1,0,0,0,0
003904_138240.ogg,0,0,0,0,0,1,0,0,0,0
003905_280320.ogg,0,0,0,0,0,1,0,0,0,0
003906_7680.ogg,0,0,0,0,0,1,0,0,0,0
003909_69120.ogg,0,0,0,0,0,1,0,0,0,0
003910_280320.ogg,0,0,0,0,0,1,0,0,0,0
003911_130560.ogg,0,0,0,0,0,1,1,0,0,0
003913_23040.ogg,0,0,0,0,0,1,0,0,0,0
003920_172800.ogg,0,0,0,0,0,0,1,0,0,0
003923_215040.ogg,1,0,0,0,0,0,0,0,0,0
003928_157440.ogg,0,0,0,1,0,0,0,0,0,0
003963_3840.ogg,1,0,0,0,0,0,0,0,0,0
003969_176640.ogg,0,0,0,1,0,0,0,0,0,0
003971_88320.ogg,0,0,0,0,0,1,0,0,0,0
003972_284160.ogg,0,0,0,1,0,0,0,0,0,0
003980_318720.ogg,0,0,0,1,0,0,0,0,0,0
003988_76800.ogg,1,0,0,0,0,0,0,0,0,0
004006_341760.ogg,0,0,0,1,0,0,0,0,0,0
004014_299520.ogg,0,0,0,0,0,0,0,0,1,0
004018_449280.ogg,0,0,0,1,0,0,0,0,0,0
004027_0.ogg,0,0,0,0,0,1,0,0,0,0
004066_234240.ogg,0,0,0,0,0,1,0,0,0,0
004084_3840.ogg,0,0,0,1,0,0,0,0,0,0
004085_3840.ogg,1,0,0,0,0,0,0,0,0,0
004099_99840.ogg,0,0,0,0,0,0,0,1,0,0
004105_65280.ogg,0,0,0,1,0,0,0,0,0,0
004114_111360.ogg,0,0,0,1,0,0,0,0,0,0
004160_238080.ogg,0,0,0,1,0,0,0,0,0,0
004189_19200.ogg,0,0,0,0,0,1,0,0,0,0
004192_453120.ogg,0,0,0,0,0,0,0,0,0,1
004195_34560.ogg,0,0,0,0,0,0,0,0,0,1
004201_7680.ogg,0,0,0,0,0,1,0,0,0,0
004229_3840.ogg,0,0,0,0,0,1,0,0,0,0
004243_126720.ogg,0,0,0,1,0,0,0,1,0,0
004244_241920.ogg,0,0,0,0,1,0,0,0,0,0
004255_261120.ogg,0,0,0,1,0,0,0,0,0,0
004262_771840.ogg,0,1,0,0,0,0,0,0,0,0
004277_568320.ogg,0,0,1,0,1,0,0,0,0,0
004310_115200.ogg,0,0,0,0,1,0,0,0,0,0
004347_96000.ogg,0,0,0,1,1,0,0,0,0,0
004366_3840.ogg,0,0,0,0,0,1,0,0,0,0
004374_1943040.ogg,1,0,0,0,0,0,0,0,0,0
004428_195840.ogg,0,0,0,1,0,0,0,0,0,0
004439_768000.ogg,0,1,0,0,0,0,0,0,0,0
004441_88320.ogg,0,0,0,0,0,1,0,0,0,0
004445_3840.ogg,1,0,0,0,0,0,0,0,0,0
004451_92160.ogg,0,0,0,0,0,0,0,1,0,0
004453_111360.ogg,1,0,0,0,0,0,0,0,0,0
004471_602880.ogg,0,0,0,1,0,0,0,0,0,0
004499_26880.ogg,0,0,0,1,0,0,0,0,0,0
004507_76800.ogg,0,0,0,0,0,1,0,0,0,0
004517_906240.ogg,0,0,0,0,0,0,0,1,0,0
004521_61440.ogg,0,0,0,0,0,0,0,0,0,1
004523_284160.ogg,0,0,0,1,0,0,0,0,0,0
004533_138240.ogg,0,0,0,0,0,0,1,0,0,0
004542_7680.ogg,1,0,0,0,0,0,0,0,0,0
004703_134400.ogg,0,0,0,1,0,0,0,0,0,0
004709_234240.ogg,0,0,0,0,0,1,0,0,0,0
004737_149760.ogg,0,0,0,0,0,0,0,1,0,0
004741_184320.ogg,0,0,0,0,0,0,0,1,0,0
004742_130560.ogg,0,0,0,0,0,0,0,0,1,0
004744_168960.ogg,0,0,0,0,0,0,0,1,0,0
004746_195840.ogg,0,0,0,0,0,0,0,0,1,0
004749_38400.ogg,0,0,0,0,0,0,0,1,0,0
004750_61440.ogg,0,0,1,0,0,0,0,1,1,0
004756_368640.ogg,0,1,0,0,0,0,0,0,0,1
004758_157440.ogg,0,0,0,1,0,0,0,0,0,0
004766_3840.ogg,0,0,0,0,0,1,0,0,0,0
004787_0.ogg,1,0,0,0,0,0,0,0,0,0
004790_153600.ogg,0,0,0,1,0,0,0,0,0,0
004795_0.ogg,0,0,0,0,0,1,0,0,0,0
004797_11520.ogg,0,0,0,0,0,1,0,0,0,0
004836_203520.ogg,0,0,0,0,0,1,0,0,0,0
004850_57600.ogg,0,0,0,0,0,0,1,0,0,0
004851_211200.ogg,0,0,0,0,0,0,1,0,0,0
005009_99840.ogg,0,0,0,0,0,0,0,0,1,0
005013_241920.ogg,0,0,1,0,0,0,0,1,0,0
005014_72960.ogg,0,0,0,0,0,0,0,0,0,1
005015_222720.ogg,0,0,0,0,0,0,0,1,0,1
005016_3840.ogg,0,0,1,0,0,0,0,1,0,0
005018_157440.ogg,0,0,0,0,0,0,0,1,1,0
005020_7680.ogg,0,0,1,0,0,0,0,1,0,0
005024_122880.ogg,0,0,0,0,0,0,0,1,0,0
005026_215040.ogg,0,0,0,0,1,0,0,0,0,0
005029_11520.ogg,0,0,0,0,1,0,0,1,0,0
005033_76800.ogg,0,0,0,0,0,0,0,1,0,1
005034_161280.ogg,0,0,1,0,0,0,0,1,0,0
005035_188160.ogg,0,0,0,0,0,0,0,0,0,1
005036_142080.ogg,0,0,1,0,0,0,0,1,0,0
005040_234240.ogg,0,0,0,0,0,0,0,1,0,0
005041_80640.ogg,0,0,1,0,1,0,0,0,0,0
005044_184320.ogg,0,0,0,0,1,0,0,0,0,0
005047_153600.ogg,0,0,0,0,0,0,1,0,0,1
005050_115200.ogg,0,0,0,0,0,1,0,0,0,0
005062_0.ogg,0,1,0,0,0,0,0,0,1,0
005107_414720.ogg,0,0,0,1,0,0,0,0,0,0
005119_26880.ogg,0,0,0,1,0,0,0,0,0,0
005157_138240.ogg,0,0,0,0,0,1,0,0,0,0
005158_11520.ogg,0,0,0,0,0,1,0,0,1,0
005159_149760.ogg,0,0,0,0,1,1,0,0,0,0
005196_65280.ogg,0,0,0,0,1,0,0,0,0,0
005271_399360.ogg,0,1,0,0,0,0,0,0,0,0
005272_72960.ogg,0,0,0,0,0,0,0,0,0,1
005280_353280.ogg,0,0,0,1,0,0,0,0,0,1
005319_176640.ogg,1,0,0,0,0,0,0,0,0,0
005370_149760.ogg,0,0,0,0,0,0,0,1,0,0
005376_15360.ogg,0,0,0,0,0,0,0,0,1,0
005406_0.ogg,0,0,0,0,0,1,0,0,0,0
005481_38400.ogg,0,0,0,0,0,0,0,0,0,1
005535_192000.ogg,0,0,0,0,0,0,0,0,0,1
005572_122880.ogg,0,0,0,1,0,0,0,0,0,0
005577_7680.ogg,0,0,0,0,0,0,1,0,0,0
005601_222720.ogg,0,0,0,0,0,0,0,1,0,0
005617_23040.ogg,0,0,0,1,0,0,0,0,0,0
005623_203520.ogg,0,0,0,0,0,0,0,0,1,0
005866_172800.ogg,0,0,0,0,1,0,0,0,0,0
005871_0.ogg,0,0,0,0,0,0,0,0,1,0
005923_3840.ogg,0,0,0,0,0,1,0,0,0,0
005936_3840.ogg,0,0,0,0,0,0,1,0,0,0
005955_1486080.ogg,0,0,1,0,0,0,0,0,0,0
006002_96000.ogg,0,0,0,0,1,0,0,0,0,0
006268_88320.ogg,0,0,0,0,0,0,0,1,0,0
006276_26880.ogg,0,0,0,0,0,1,0,0,0,0
006329_7680.ogg,0,0,0,0,0,0,0,1,0,0
006342_226560.ogg,0,0,0,0,1,0,0,0,0,0
006354_3840.ogg,0,0,0,0,1,0,0,0,0,0
006355_245760.ogg,0,0,0,0,0,0,0,1,0,0
006357_84480.ogg,0,0,0,0,0,0,0,1,0,0
006366_176640.ogg,0,0,0,0,1,0,0,0,0,0
006369_3840.ogg,0,0,1,0,0,0,0,1,0,0
006374_69120.ogg,0,0,0,0,0,0,0,1,0,0
006376_65280.ogg,0,0,0,0,0,0,0,1,0,0
006381_195840.ogg,0,0,1,0,0,0,0,1,0,0
006382_264960.ogg,0,0,0,0,0,0,0,1,0,0
006388_103680.ogg,0,0,0,0,0,0,0,0,1,0
006392_34560.ogg,0,0,0,0,0,0,0,1,0,0
006403_53760.ogg,0,0,0,0,0,1,0,0,0,0
006459_272640.ogg,0,0,0,0,0,0,0,0,1,0
006463_157440.ogg,0,0,0,0,0,0,0,1,0,0
006525_203520.ogg,0,0,0,1,0,0,0,0,0,0
006529_172800.ogg,0,0,0,0,0,1,0,0,0,0
006532_153600.ogg,0,0,0,1,0,0,0,0,0,0
006593_80640.ogg,0,0,1,0,0,0,0,0,0,0
006595_180480.ogg,0,0,0,0,0,0,0,1,1,0
006596_53760.ogg,0,0,0,0,0,0,0,1,0,0
006602_138240.ogg,0,0,0,0,0,0,0,1,0,0
006631_34560.ogg,0,0,0,1,0,0,0,0,0,0
006633_72960.ogg,0,0,0,1,0,0,0,0,0,0
006636_1774080.ogg,0,0,0,0,0,0,0,1,1,0
006637_46080.ogg,0,0,1,0,0,0,0,1,0,0
006638_15360.ogg,0,0,1,0,0,0,0,1,0,0
006639_468480.ogg,0,0,1,0,0,0,0,1,0,0
006640_57600.ogg,0,0,0,0,0,0,0,1,0,0
006641_192000.ogg,0,0,1,1,0,0,0,1,0,0
006728_130560.ogg,0,0,0,0,0,0,0,0,0,1
006776_203520.ogg,0,0,0,1,0,0,0,0,0,0
006780_99840.ogg,0,0,0,0,0,1,0,0,0,0
006787_153600.ogg,0,0,0,0,0,0,0,0,1,0
006789_149760.ogg,0,0,0,0,0,0,0,1,0,0
006857_130560.ogg,0,0,1,0,0,0,0,0,0,0
006858_80640.ogg,0,0,1,0,0,1,0,0,1,0
006859_11520.ogg,0,1,0,0,0,0,0,0,0,0
006860_668160.ogg,0,0,0,0,0,1,0,0,0,0
006887_391680.ogg,0,0,0,0,0,0,0,1,0,0
006890_153600.ogg,0,0,0,0,0,1,0,0,0,0
006965_19200.ogg,0,1,0,0,0,0,0,0,0,0
006966_142080.ogg,1,0,1,0,0,0,0,1,0,0
006967_23040.ogg,0,0,1,0,0,0,0,0,0,0
007022_69120.ogg,0,0,0,0,1,0,0,0,0,0
007049_172800.ogg,0,0,0,1,0,0,0,0,0,1
007069_11520.ogg,0,0,0,0,0,1,0,0,0,0
007113_49920.ogg,1,0,0,0,1,0,0,0,0,0
007114_115200.ogg,0,0,0,0,1,0,0,0,0,0
007116_107520.ogg,1,0,0,0,0,0,0,0,0,0
007118_26880.ogg,0,0,0,0,1,0,0,0,0,0
007122_218880.ogg,0,0,0,0,0,1,0,0,0,0
007124_280320.ogg,0,0,0,0,0,1,0,0,0,0
007174_30720.ogg,1,0,0,0,0,0,0,0,0,0
007210_111360.ogg,0,0,0,1,0,0,0,0,0,0
007376_49920.ogg,0,0,0,0,0,0,0,0,1,0
007441_299520.ogg,0,0,0,0,0,0,0,0,0,1
007443_295680.ogg,0,0,0,1,0,0,0,0,0,0
007444_138240.ogg,0,0,0,1,0,0,0,0,0,0
007465_61440.ogg,0,0,0,1,0,0,0,0,0,0
007470_3840.ogg,0,0,0,0,1,0,0,0,0,0
007493_464640.ogg,0,0,0,0,0,1,0,0,0,0
007497_107520.ogg,0,0,0,0,0,0,0,0,0,1
007540_1013760.ogg,0,0,0,0,0,0,0,0,1,0
007547_318720.ogg,0,0,0,1,0,0,0,0,0,0
007559_34560.ogg,0,0,0,0,0,0,1,0,0,0
007661_195840.ogg,0,0,0,1,0,0,0,0,0,0
007670_30720.ogg,0,0,0,0,0,1,0,0,0,0
007763_103680.ogg,0,0,0,1,0,0,0,0,0,0
007768_11520.ogg,1,0,0,0,0,0,0,0,0,0
007769_72960.ogg,0,0,0,0,1,1,0,0,0,0
007773_145920.ogg,0,0,0,1,0,0,0,0,0,0
007779_138240.ogg,0,0,0,1,0,0,0,0,0,0
007780_7680.ogg,0,0,0,1,0,0,0,0,0,0
007824_284160.ogg,0,0,0,0,0,0,0,0,1,0
007828_0.ogg,0,0,0,1,0,0,0,0,0,0
007837_42240.ogg,0,0,0,0,0,1,0,0,0,0
007867_61440.ogg,0,0,0,0,0,1,0,0,0,0
007929_96000.ogg,0,0,0,1,0,0,0,0,0,0
007954_184320.ogg,0,0,0,0,0,0,0,1,0,0
007995_80640.ogg,0,0,0,1,0,0,0,0,0,0
008057_3840.ogg,0,0,0,0,0,1,0,0,0,0
008058_192000.ogg,0,0,0,1,0,0,0,0,0,0
008085_933120.ogg,0,0,0,1,0,0,0,0,0,0
008141_76800.ogg,1,0,0,0,0,0,0,0,0,0
008183_291840.ogg,0,0,0,1,0,0,0,0,0,0
008184_675840.ogg,0,0,0,0,0,0,0,1,0,0
008281_0.ogg,0,0,0,0,0,1,0,0,0,0
008295_84480.ogg,0,1,0,1,0,0,0,0,0,0
008298_107520.ogg,0,0,1,0,0,0,0,1,0,0
008417_107520.ogg,0,0,0,0,1,0,0,0,0,0
008493_19200.ogg,0,0,0,0,0,1,0,0,0,0
008546_7680.ogg,0,0,0,0,0,0,1,0,0,0
008559_23040.ogg,0,0,0,1,0,0,0,0,0,0
008580_72960.ogg,0,0,0,0,1,0,0,0,0,0
008581_19200.ogg,0,0,0,0,0,0,0,1,0,0
008582_88320.ogg,0,0,0,0,0,0,0,1,0,0
008583_107520.ogg,0,0,0,0,1,0,0,0,0,0
008584_115200.ogg,0,0,0,0,0,0,0,1,0,0
008645_96000.ogg,0,0,0,1,0,0,0,0,0,0
008651_46080.ogg,0,0,0,1,0,0,0,0,0,0
008656_38400.ogg,0,0,0,1,0,0,0,0,0,0
008657_69120.ogg,0,0,0,1,0,0,0,0,0,0
008667_69120.ogg,0,0,0,1,0,0,0,0,0,0
008686_7680.ogg,0,0,0,0,0,1,0,0,0,0
008741_88320.ogg,0,0,0,1,0,0,0,0,0,0
008745_80640.ogg,0,0,0,1,0,0,0,0,0,0
008754_88320.ogg,0,0,0,1,0,0,0,0,0,0
008756_76800.ogg,0,0,0,1,0,1,0,0,0,0
008775_80640.ogg,0,0,0,1,0,0,0,0,0,0
008779_7680.ogg,1,0,1,0,0,0,0,0,0,0
008908_61440.ogg,0,0,0,0,0,1,0,0,0,0
008912_637440.ogg,0,0,0,1,0,0,0,0,0,0
008914_99840.ogg,0,0,0,0,0,0,0,0,0,1
008925_26880.ogg,0,0,0,0,0,1,0,0,0,0
008927_49920.ogg,0,0,0,0,0,1,0,0,0,0
008928_30720.ogg,0,0,0,0,0,1,0,0,0,0
008941_760320.ogg,0,0,0,0,0,1,0,0,0,0
008946_49920.ogg,0,0,0,0,0,0,0,1,0,0
008968_157440.ogg,0,0,0,0,0,0,1,0,0,0
008985_3840.ogg,0,0,0,0,0,1,0,0,0,0
008991_38400.ogg,0,0,0,0,0,1,0,0,0,0
009161_230400.ogg,0,0,0,0,0,0,0,0,0,1
009174_111360.ogg,0,0,0,0,0,1,0,0,0,0
009179_495360.ogg,0,0,0,0,1,0,0,0,0,0
009194_2284800.ogg,0,0,0,0,1,0,0,0,0,0
009277_69120.ogg,0,0,0,1,0,0,0,0,0,0
009279_65280.ogg,0,0,0,0,0,0,1,0,0,0
009301_0.ogg,1,1,0,0,0,0,0,0,0,0
009330_1006080.ogg,0,0,0,0,0,1,0,0,0,0
009331_1808640.ogg,0,1,0,0,0,0,0,0,1,0
009333_103680.ogg,0,0,0,0,0,1,0,0,0,0
009343_1751040.ogg,0,0,0,0,1,0,0,0,0,0
009393_34560.ogg,0,0,0,1,0,0,0,0,0,0
009395_1159680.ogg,0,0,0,0,0,0,0,0,1,0
009397_211200.ogg,0,0,0,1,0,0,0,0,0,0
009405_11520.ogg,0,0,0,0,0,1,0,0,0,0
009430_149760.ogg,0,0,0,1,0,0,0,0,0,0
009436_168960.ogg,0,0,0,1,0,0,0,0,0,0
009468_261120.ogg,0,0,0,0,0,1,0,0,0,0
009474_579840.ogg,0,0,0,0,0,1,0,0,0,0
009491_72960.ogg,0,0,0,0,0,0,0,0,0,1
009499_199680.ogg,0,0,0,1,0,0,0,0,0,0
